id,Tiêu đề,Giá,Khoảng giá min,Khoảng giá max,Địa chỉ,Mô tả chi tiết,Thương hiệu,Dòng xe,Năm đăng ký,Số Km đã đi,Tình trạng,Loại xe,Dung tích xe,Xuất xứ,Chính sách bảo hành,Trọng lượng,Href,log_gia,Thương hiệu_encoded,Dòng xe_encoded,Loại xe_encoded,Dung tích xe_encoded,Xuất xứ_encoded,cluster,kmeans_cluster,gmm_cluster,agg_cluster,sil_value,pca1,pca2
781,Rebell 500cc date 2019 giá 115 triệu,115.0,79.75,93.62,"Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","Xe đã lên full đồ chơi gồm:

+ 2 thùng Givi
+ Chống giữa
+ Baga sau
+ Ghi đông cao
+ Chống đổ
+ Lốp sau thay mới
+ Nhớt Motul mới


Xe đang sử dụng bình thường hằng ngày, xem xe trực tiếp thương lượng thiện chí.",Honda,Rebel,2019.0,33000,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/124608845.htm,4.7535901911063645,11,107,0,3,7,1,1,1,2,0.454890493585552,3.3118585986544886,2.9848486667091634
782,cần bán xe nhà sử dụng,7.5,6.1,7.16,"Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","Mình cần bán xe honda lead máy êm ko hú, giấy tờ bao tranh chấp. Vì xe nhà mình nữ chạy nên yên tâm ạ.",Honda,Lead,2009.0,20000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/124601269.htm,2.1400661634962708,11,76,1,0,7,2,2,0,0,0.7262454395922954,-0.7361577865816507,-0.1633414538903986
783,cần bán ab do dư xe,20.0,15.9,18.67,"Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","Em chính chủ cần bán ab 2015
Ngoại hình theo năm tháng, vừa lên cặp phuộc trước LCM, phuột sau zin ab đời 2017 mình thay mới cả 2 nhúng êm,bền 
 Xe chưa rớt đầu còn zin, chỉ làm nồi máy êm nhít ga là có
Xe còn zin 2 kính, 1 chìa zin với 2 chìa sơ cua",Honda,Air Blade,2015.0,70000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/124588575.htm,3.044522437723423,11,8,1,0,7,0,0,0,0,0.7583378936779831,-0.23503279928297158,-0.4071768748458072
784,Lead 125 đời 2020 odo chỉ 800km trùm mền cần bán,35.0,27.45,32.22,"Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","Lead 125 đời 2020 odo chỉ 800km trùm mền cần bán giá rẻ chỉ 35 triệu

Tình trạng xe như mới, chủ lớn tuổi ốp inox dán keo full xe

Giấy tờ cavet cầm tay, giao dịch Q.7

ACE có nhu cầu liên hệ *** gặp Tiến",Honda,Lead,2020.0,800,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/124560790.htm,3.58351893845611,11,76,1,0,6,0,0,0,0,0.7143234947494105,0.6204881492390194,-0.8471783668681451
785,Bán xe janus còn xịn bao check,19.0,24.04,28.22,"Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","- Em ko sử dụng , ít chạy nên cần bán
- Mua năm 2022
- Máy chạy rất êm , bao mượt
- Lưu ý : Dòng Limited , Bản giới hạn nên giá cao hơn janus khác nha . Khoá nút bấm",Honda,Dòng khác,2022.0,700,Đã sử dụng,Tay ga,Trên 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/124583566.htm,2.995732273553991,11,39,1,3,2,1,1,1,2,0.09483626877123363,1.8144294252827216,2.022953820376265
786,Jupiter fi xanh GP,8.6,15.14,17.78,"Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh","Biển Sài Gòn, mua lại từ cửa hàng. Muốn rút hs, thì tự rút ở Cần Giờ, máy ré nhẹ.",Yamaha,Jupiter,2020.0,50000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/124582852.htm,2.2617630984737906,33,71,2,0,6,0,0,0,0,0.7303049723120169,-0.033674469905181525,-0.9092179284140655
788,AB Thái Fi nhập 2011 BS Quận 1 (9 nút),31.0,8.99,10.56,"Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","Xe nhập Thái Q7, ủy quyền.

*** (nhắn tin trước giùm mình)",Honda,Air Blade,2012.0,32000,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/124531452.htm,3.4657359027997265,11,8,1,0,4,0,0,0,0,0.745112340801283,-0.11885341544252676,-0.1983938885672615
789,Xe tay ga SH150i ý 2010 màu đỏ sport,135.0,98.4,115.51,"Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","Tiếp tục đi bán GIẤC MƠ , Ae có Khách alo em cùng bán nhé ! 
Xe Honda SH Ý 150i, đời 2010, xe tình trạng tốt, cá nhân đứng tên chính chủ, dư dùng cần bán, ưu tiên cho người có thiện chí, có thể thương lượng.",Honda,SH,2010.0,20007,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/124511183.htm,4.912654885736052,11,114,1,0,3,0,0,1,0,0.19416088237071613,1.7405669324777533,0.6361147334456843
790,bán sh ba cục 125 đời 2010 tai quận 7,68.0,98.4,115.51,"Phường Tân Quy, Quận 7, Tp Hồ Chí Minh","Xem xe tại quận 7,sh 125 doi 2010 hàng ba cục",Honda,SH,2010.0,10,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/124508036.htm,4.23410650459726,11,114,1,0,6,0,0,0,0,0.5911056352380124,0.5395566488943181,0.12817450644199443
791,Cần bán xe chính chủ biển tỉnh không tiếp cò lái,30.0,26.58,31.2,"Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","Mình cần bán xe fu led mua giữa năm 2023 đã up wave thái 
Niềng yaguso phuộc rcb cổ bô titan xe hoàn hảo đi kỉ 
Xem đẹp không phải bàn",Honda,Future,2023.0,40000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/124505920.htm,3.4339872044851463,11,55,2,0,6,0,0,0,0,0.6841947919925353,0.6137345505703413,-1.011903555660644
792,Bán xe Luvias,9.0,6.61,7.76,"Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh","Bán xe Luvias, giấy tờ chính chủ, biển số TP, nữ sử dụng kỹ, máy zin, ngập nước k chết máy, k hao xăng, ít hư hỏng, 9 triệu, alo *** xem xe",Yamaha,Luvias,2012.0,76000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/124453557.htm,2.302585092994046,33,82,1,0,7,2,2,0,0,0.7345554761210149,-0.6734982466156544,-0.24283500185666548
793,Yamaha R15v3 r15 v3 date 2020 biển hcm,34.5,31.1,36.51,"Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh","Em cần bán con xe r 15 v3 
Xe cavet 1 chủ
Odo mới 8000km
Xe đồ chơi lên gần cả 10tr
Chính chủ sang tên hợp lệ cho bên mua
Máy móc nguyên zin bao test hãng
Xe trùm mền ít chạy bảo dưỡng hãng thường xuyên",Yamaha,R,2020.0,8000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/124358624.htm,3.56953269648137,33,103,0,0,6,0,0,0,0,0.7177387807894411,0.5882300001069464,-0.8331874480836378
794,SH Ý 2010 150i 3 cục BSTP,83.5,98.4,115.51,"Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","SH Ý 2010 150i 3 cục BSTP
Biển số TP 59D2-729.27
Xe hàng 3 cục, số máy 5004
Máy móc zin êm, full chức năng
Xe đẹp như hình, lốp còn rất mới
Giao cavet, chữ ký chủ, căn cước chủ cũ 
Bao tranh chấp trọn đời 
Giá 85tr500 Có giảm giá mạnh cho ae
Hỗ trợ quẹt thẻ
Giao lưu, trao đổi bù trừ hợp lí 
Địa chỉ: Lâm Văn Bền, phường Tân Thuận Tây, Q7. TPHCM",Honda,SH,2010.0,37925,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/124335135.htm,4.436751534363128,11,114,1,0,3,0,0,0,0,0.515858937722344,0.7118843241309438,0.3262256233410875
795,"Bán xe Honda Spacy 125 đời 1997, BSTP 4 số",32.5,19.03,22.34,"Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","Cần bán xe Honda Spacy 125 đời 1997, BSTP 4 số, xe đẹp, tay ga nhẹ, chính chủ. Giá: 32.5tr.",Honda,Spacy,1997.0,8000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/123873718.htm,3.5115454388310208,11,127,1,0,2,2,2,0,0,0.5246555100182194,-1.0737684137912558,0.8801992550412477
796,"VEPSA 300cc , 2020 MÀU TRẮNG CẦN BÁN",71.0,63.6,74.66,"Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","1 chủ mua mới từ đầu ,bảo hành hãng từ lúc mới mua, đã đi 25.000km",Piaggio,GTS,2020.0,25000,Đã sử dụng,Tay ga,Trên 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/124395861.htm,4.276666119016055,20,59,1,3,7,1,1,1,2,0.3281957313036113,2.5774868165310085,2.588602243031553
797,Cần bán xe ít đi,34.0,28.79,33.8,"Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",EXCITER 2022 đời đầu 155VAA.Khóa smart key.Xe chính chủ ít đi.Biển số TP.Zin toàn bộ.Cần bán gấp.Vui lòng nhắn tin qua zalo theo số đt trong giờ hành chính.Xem xe buổi tối giúp.Bớt chút đỉnh cho ng có thiện chí mua xe,Yamaha,Exciter,2022.0,15000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/124394470.htm,3.5553480614894135,33,49,0,0,2,0,0,0,0,0.6930796962014165,0.6978453917122684,-0.9698634596583154
798,63000 a e hiện trí mua xe goij trực tiếp qua xem,6.3,6.86,8.05,"Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","Nhà nhiều xe cần bán 1e xe liberty của vợ đi chợ 
Giảm tiền xăng cho a e qua xem trực tiếp Q7",Piaggio,Liberty,2012.0,360000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/124267789.htm,1.9878743481543455,20,79,1,0,3,2,2,2,0,0.11669802512581372,-1.624666700807176,0.4257855425623308
799,Cần bán XE CŨ - NVX hãng Yamaha,24.7,22.99,26.99,"Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","Cần bán XE CŨ NVX - giảm giá cho khách thiện chí mua nhanh bán nhanh. 

Xe GIẤY TỜ CHÍNH CHỦ. (155cc) 
BSX 81 GiaLai. 
Xe KHOÁ CHÌA. 
Xe đăng ký năm 2019, chạy tầm 25000km, có bọc keo nguyên xe , không bị trầy xước vì xài kỹ, ít khi chạy. 
Xe còn nguyên máy móc OK. Xe có gắn chống trộm bằng thẻ từ.",Yamaha,Nvx,2019.0,25000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/124361992.htm,3.246490991901174,33,95,1,0,6,0,0,0,0,0.7482360223460556,0.2787825522769744,-0.7841831480228476
800,"bán xe vison 11,5 triệu",11.5,9.2,10.8,"Phường Tân Quy, Quận 7, Tp Hồ Chí Minh","Máy êm ru,bao tranh chấp
Xem xe 36a đường 81 f Tân Quy,Quận 7
0968 95 95 3
 Honda Vision máy siêu cọp 
Giá : 11tr5",Honda,Vision,2010.0,50000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/124354111.htm,2.5257286443082556,11,146,1,0,6,2,2,0,0,0.733465790416173,-0.6851448047434661,-0.13841149573484204
801,SH trùm mềm,70.0,65.71,77.13,"Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh","Xe ít đi cần chuyển lại cho ae thiện chí mua về sử dụng
Xe nguyên zin nữ ít đi 
Màu xám xi măng vẫn còn đang hót lắm cả nhà ơi. 
Fix nhẹ tiền xăng cho ae đến nhà xem xe.",Honda,SH,2020.0,6000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/124353421.htm,4.2626798770413155,11,114,1,0,7,0,0,0,0,0.5816999441279113,1.2645108185394351,-0.5945296609988561
802,bán xe EXCITER mẫu đèn Led,23.0,19.92,23.38,"Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh","Xe con nguyên zin đầu lòng chưa rớt
Liên hệ *** hoặc ***",Yamaha,Exciter,2019.0,33000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/124346811.htm,3.1780538303479458,33,49,0,0,6,0,0,0,0,0.750443549256657,0.22134268350107736,-0.7764875013403884
803,Sh 150i 2011 chính chủ,115.0,111.87,131.33,"Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh","E cần bán chiếc sh nhập 3 cục 150i đăng kí 2011 Chính chủ kí bán 
Xe nguyên zin chưa rớt đầu,sạc ic mâm lửa zin theo xe,da yên zin đồng hồ mickey,kính còn đủ,full đèn led trắng,khoá smartkey chống trộm đồ trên xe còn rất đẹp,e bán cho ace nào cần mua để sử dụng,khuyến khích ace đi mua dẫn thợ biết xem để đỡ mất thời gian ạ,ace mua dùng qua xem xe tại nhà em,thanks you",Honda,SH,2011.0,24978,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/124346525.htm,4.7535901911063645,11,114,1,0,6,0,0,1,0,0.32720891482292785,1.4179980861548163,0.4358692923140533
804,"Bán xe bảng số thành phố, thay nhiều đồ anpha",6.0,3.95,4.64,"Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh","Bán xe như hình , máy mới làm . Đã thay áo anpha, đầu đèn ghi đông anpha, bình xăng con future 110, phuộc chảng ba anpha, gắp anpha, gác chân anpha, vô lăng cuộn lửa anpha, lốc mang cá anpha. Gần như full an pha",Hãng khác,Dòng khác,2008.0,50000,Đã sử dụng,Xe số,50 - 100 cc,Trung Quốc,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/124343854.htm,1.9459101490553132,13,39,2,1,5,2,2,1,0,0.5981383238433152,-0.47873475117444386,1.0174807446954488
805,BÁN XE BRIXTON 150 tại Q7,35.0,25.09,29.45,"Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","🔥 BÁN XE BRIXTON 150 🔥

🏍 Odo: 20.970 km
📄 Cà vẹt màu trắng chính chủ.
☺️ Sang tên một nốt nhạc.
🔧 Đã sửa hết lỗi vặt, chạy ngon lành, mạnh, dzọt lẹ…

💰 Giá công khai: 35 triệu (có thương lượng)

📍 Xe tại Quận 7 - Hồ Chí Minh
📌 Lý do bán: Vì lý do sức khoẻ nên đành chia tay em nó 😢

Anh em nào cần một con xe chất, phong cách hoài cổ nhưng chạy vẫn bốc thì inbox.",Brixton,BX 150,2018.0,560000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/124332173.htm,3.58351893845611,4,14,0,0,3,2,2,2,0,-0.38459496866568,-1.2932877940888814,0.6559930383902947
806,"Bán xe vespa sprint abs 125 đen nhám 2018, mới 90%",45.0,38.21,44.86,"Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh","Bán xe vespa sprint abs 125 đen nhám 2018, mới 90%. Do nhà có 2 chiếc mà ít sử dụng xe này nên cần bán lại. M ở quận 7 HCm. Xe chính chủ biển số tỉnh Phú Yên 78 ạ. A/c quan tâm alo e sdt *** hoặc để lại tn trên zl e sẽ trả lời nhanh hơn ạ",Piaggio,Vespa,2018.0,23807,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/124331858.htm,3.828641396489095,20,144,1,0,6,0,0,0,0,0.7079277943346374,0.5950374765296423,-0.5727390895792123
807,Yamaha R15 v3 đen nhám,30.0,31.06,36.46,"Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh","- xe chạy tốt, chính chủ
- bảo dưỡng thường xuyên
- xem xe tại quận 7",Yamaha,R,2019.0,50000,Đã sử dụng,Tay côn/Moto,50 - 100 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/124307567.htm,3.4339872044851463,33,103,0,1,7,0,0,1,0,0.5672623376714825,0.7510010190058363,0.35609164135441085
808,Click thái xe nhà đang dùng,7.0,6.88,8.07,"Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","Xe nhà dư ko dùng đến để giá tốt cho ace dùng. Cảm ơn,",Honda,Click,2008.0,72000,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/124298901.htm,2.0794415416798357,11,29,1,0,4,2,2,0,0,0.6879510187009159,-0.9810415028548641,0.034134897923426735
809,Do dư xe nên nhượng lại cho anh em,18.0,12.59,14.78,"Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",Xe mới dọn sạch sẽ từ trong ra ngoài anh em chỉ về đổ xăng là chạy,Honda,Air Blade,2010.0,50000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/124293186.htm,2.9444389791664403,11,8,1,0,2,2,2,0,0,0.7356563316614764,-0.5624795008788803,-0.0938275743689097
810,Exciter 135 Up 2010 Bao Mạnh,17.0,15.8,18.55,"Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","Máy hơi dọng nồi, Dàn áo theo năm tháng , có gãy pat 2 bên bửng , và sau pat yên , về thay lại dàn áo là oke 
Cần nhắn tin qua sđt *** tư vấn",Yamaha,Exciter,2011.0,20000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/124267512.htm,2.8903717578961645,33,49,2,0,6,2,2,0,0,0.7553025295052231,-0.4156381406978362,-0.24836336698492054
811,Xe Wave 202 Đời ET- Úp 110,18.0,10.55,12.38,"Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh","Xe Wave 202 Úp 110 Thái. 

Dàn ngoài Keng 
Sườn Cực Đẹp + Đầu ET Zin Theo Xe + Phuộc Nike Zin + Niềng SIMA + Pô 2548 + Lên đĩa Zin theo Xe + Bình Xăng 110 Zin
Máy có làm Thì Thầm Êm Ái. 
Bụng Giữa Zin chưa đụng chạm 
Xe Tâm Quyết , Bao tranh chấp.",Honda,Wave,2002.0,28000,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/120885859.htm,2.9444389791664403,11,150,2,0,7,2,2,0,0,0.6112608505307053,-1.0577028681592953,0.4536753849431373
812,Em chính chủ xe không dùng cần bán,27.0,25.09,29.45,"Phường Tân Quy, Quận 7, Tp Hồ Chí Minh","Em bán xe tại Q7 , xe em mua bán tại nhà",Piaggio,Vespa,2016.0,40000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/124243490.htm,3.332204510175204,20,144,1,0,7,0,0,0,0,0.7635389896128912,0.06278124257756268,-0.5068401488575937
813,Xe chín Chủ,13.0,11.67,13.71,"Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",Tình trạng xe tốt hết vì do chạy kỷ vì thiếu tiền nên cần ra cho bạn nào cần dùng xem xe quận 7,Honda,Wave,2020.0,23,Đã sử dụng,Xe số,50 - 100 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/124225163.htm,2.6390573296152584,11,150,2,1,3,0,0,1,0,0.5797703349309173,0.6592195458753967,0.04347631797885557
814,Cần bán hoặc giao lưu SH K9c hoặc Giấy góp,35.5,45.7,53.64,"Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","Click 125 date 2017 Bstp Gtdd ( Viết giấy tay mua bán Bao tranh Chấp )
-Dàn áo đen bóng
-Tem chế
-Mâm Rcb 8c sơn đen bóng tỉnh điện
-Phuộc trước đen bóng sơn tỉnh điện
-Bô zin mẫu mới Thay cổ titan
-Phuộc Ohlins mod real
-Máy zin êm ( rớt đầu cạo khói )
-Nồi làm chạy chay nhẹ xe
-Bô mẫu mới",Honda,Click,2017.0,780000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/124195085.htm,3.597312260588446,11,29,1,0,3,2,2,2,1,0.5967215477115938,-2.051821577451273,1.2668056496326443
815,CB150R - Neosport Cafe,68.0,81.15,95.26,"Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","Vui lòng nhắn tin qua chợ tốt. Có thương lượng
Dòng xe: CB150R - Neosport Cafe
Năm sản xuất: 2020
Đăng ký xe tháng 4 năm 2021
Tình trạng: Xe đã qua sử dụng, còn mới 80%
Quãng đường đã đi: 22.000 km
Màu sắc: Đen- Xám
Đặc điểm nổi bật: Phanh ABS trước sau, phuột up-sidedown, thắng Nissin.
Giấy tờ pháp lý: Đã có đầy đủ giấy tờ, một chủ sử dụng.",Honda,CB,2021.0,22000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/124132988.htm,4.23410650459726,11,20,0,0,4,0,0,0,0,0.5844907040429209,1.2466710934762615,-0.6446271913467174
816,Xe Thái hàng thùng,110.0,15.08,17.71,"Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh","Đăng dùm ba vợ
Chỉ nói lại lời ông già
Xe Thái hàng thùng
Đầu tiên về VN 
*** ông Tư Liên",Honda,Dream,1995.0,59000,Đã sử dụng,Xe số,50 - 100 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/124125620.htm,4.709530201312334,11,36,2,1,4,2,2,1,0,0.13562175592412515,0.5373248534688166,2.7287887386377054
817,Bán sh 150i 2015 giá đi nhanh 40tr,40.0,39.18,45.99,"Phường Tân Quy, Quận 7, Tp Hồ Chí Minh","Do nhu cầu đổi xe khác nên bán xe Sh 150i 2015 giá đi nhanh 40tr
Xe chạy êm, dàn áo đã thay zin đang còn dán keo nguyên xe. 
Xem xe tại nhà Quận 7.
26/27 đường số 8, Tân Quy, Quận 7",Honda,SH,2015.0,160000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/124170213.htm,3.713572066704308,11,114,1,0,6,0,0,0,0,0.6419347530588718,-0.14288055167305755,-0.05223993836935535
818,xe đẹp máy zin,12.0,10.11,11.87,"Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh","Xe đep số đẹp máy zin , mới bảo dưỡng xong 4t , sơn zin 95/00.mua vè chạy liền ko sữa chữa",Piaggio,Liberty,2014.0,38000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/124169674.htm,2.5649493574615367,20,79,1,0,6,0,0,0,0,0.7680337099519027,-0.3551925784811499,-0.46438210652494033
